food_code,food_name,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,unit_serving_energy_kj,unit_serving_energy_kcal,unit_serving_carb_g,unit_serving_protein_g,unit_serving_fat_g,unit_serving_freesugar_g,unit_serving_fibre_g,unit_serving_sfa_mg,unit_serving_mufa_mg,unit_serving_pufa_mg,unit_serving_cholesterol_mg,unit_serving_calcium_mg,unit_serving_phosphorus_mg,unit_serving_magnesium_mg,unit_serving_sodium_mg,unit_serving_potassium_mg,unit_serving_iron_mg,unit_serving_copper_mg,unit_serving_selenium_ug,unit_serving_chromium_mg,unit_serving_manganese_mg,unit_serving_molybdenum_mg,unit_serving_zinc_mg,unit_serving_vita_ug,unit_serving_vite_mg,unit_serving_vitd2_ug,unit_serving_vitd3_ug,unit_serving_vitk1_ug,unit_serving_vitk2_ug,unit_serving_folate_ug,unit_serving_vitb1_mg,unit_serving_vitb2_mg,unit_serving_vitb3_mg,unit_serving_vitb5_mg,unit_serving_vitb6_mg,unit_serving_vitb7_ug,unit_serving_vitb9_ug,unit_serving_vitc_mg,unit_serving_carotenoids_ug
BFP057,Cheese and mushroom omelette/omlet,bfp_manual,852.34,205.63,1.68,9.69,17.82,1.07,0.93,10077.50,5051.99,1014.59,184.53,148.77,246.95,16.69,400.29,181.05,1.01,0.06,16.83,0.00,0.10,0.03,1.06,242.34,0.93,4.97,0.33,9.06,5.71,25.02,0.04,0.14,0.24,0.81,0.11,10.48,25.02,0.37,366.96,egg,1091.00,263.20,2.15,12.40,22.81,1.38,1.19,12899.20,6466.54,1298.68,236.20,190.43,316.10,21.36,512.38,231.75,1.29,0.08,21.54,0.00,0.12,0.04,1.35,310.20,1.19,6.36,0.42,11.60,7.30,32.02,0.05,0.18,0.30,1.04,0.14,13.42,32.02,0.48,469.71
BFP058,Spanish omelette/omlet,bfp_manual,653.68,157.45,5.10,8.25,11.44,1.03,2.54,6203.93,3315.99,735.00,145.23,31.72,108.46,22.27,233.87,185.74,1.28,0.12,14.63,0.00,0.21,0.03,0.93,159.67,0.79,5.18,0.28,18.53,4.81,40.25,0.17,0.09,0.97,0.82,0.17,7.96,40.25,18.83,1010.23,egg,993.59,239.32,7.75,12.54,17.39,1.56,3.86,9429.97,5040.31,1117.20,220.75,48.22,164.86,33.84,355.48,282.33,1.95,0.19,22.24,0.00,0.32,0.05,1.42,242.70,1.20,7.87,0.42,28.17,7.30,61.18,0.26,0.14,1.47,1.25,0.26,12.10,61.18,28.63,1535.55
BFP059,Mixed stock,bfp_manual,104.56,25.19,0.33,2.06,1.71,0.20,0.15,497.77,743.09,354.35,10.55,2.06,21.44,3.07,9.51,39.43,0.07,0.01,1.33,0.00,0.01,0.00,0.13,5.93,0.02,0.05,0.00,0.50,0.00,1.82,0.01,0.01,0.82,0.13,0.05,0.26,1.82,0.28,208.05,cup,951.50,229.25,3.02,18.79,15.59,1.82,1.33,4529.70,6762.07,3224.60,96.00,18.72,195.08,27.94,86.57,358.80,0.66,0.10,12.11,0.00,0.11,0.00,1.17,54.00,0.17,0.42,0.00,4.57,0.00,16.58,0.08,0.13,7.46,1.19,0.49,2.32,16.58,2.58,1893.22
BFP060,Meat stock,bfp_manual,101.55,24.48,0.00,2.10,1.78,0.00,0.00,517.24,775.86,362.07,11.03,0.86,20.69,2.41,8.62,31.03,0.05,0.01,1.38,0.00,0.00,0.00,0.12,6.21,0.01,0.00,0.00,0.00,0.00,0.69,0.01,0.01,0.84,0.12,0.05,0.17,0.69,0.00,0.00,cup,883.50,213.00,0.00,18.30,15.45,0.00,0.00,4500.00,6750.00,3150.00,96.00,7.50,180.00,21.00,75.00,270.00,0.45,0.06,12.00,0.00,0.01,0.00,1.05,54.00,0.12,0.00,0.00,0.00,0.00,6.00,0.06,0.12,7.35,1.07,0.45,1.50,6.00,0.00,0.00
BFP062,White stock,bfp_manual,28.88,6.99,0.40,0.07,0.56,0.24,0.17,344.34,138.24,28.25,1.39,1.58,2.12,0.92,1.56,11.78,0.03,0.01,0.01,0.00,0.01,0.00,0.02,6.26,0.02,0.05,0.00,0.65,0.00,1.38,0.00,0.00,0.01,0.02,0.01,0.11,1.38,0.34,251.45,cup,220.95,53.45,3.05,0.52,4.25,1.85,1.33,2634.20,1057.57,216.10,10.65,12.12,16.23,7.04,11.97,90.15,0.21,0.04,0.11,0.00,0.09,0.00,0.13,47.90,0.14,0.42,0.00,4.94,0.00,10.58,0.02,0.01,0.11,0.12,0.04,0.83,10.58,2.58,1923.62
BFP065,Meat consomme (with mutton),bfp_manual,124.54,29.76,0.51,14.86,13.68,0.24,0.71,8.81,3.91,14.76,0.00,115.88,177.19,38.67,12665.52,366.48,4.22,0.09,0.92,0.00,0.29,0.01,0.95,0.00,0.01,0.13,0.04,1.73,0.00,2.50,0.03,0.03,0.90,0.07,0.01,0.31,2.50,0.39,206.11,bowl,771.99,184.51,3.16,92.11,84.79,1.52,4.39,54.63,24.21,91.50,0.00,718.33,1098.40,239.72,78513.55,2271.78,26.13,0.54,5.67,0.00,1.80,0.05,5.91,0.00,0.06,0.84,0.27,10.73,0.00,15.49,0.17,0.16,5.57,0.45,0.04,1.91,15.49,2.44,1277.69
BFP066,Consomme au julienne,bfp_manual,116.16,27.76,1.49,12.49,10.66,0.83,1.38,108.97,110.21,101.84,6.40,85.89,153.97,36.50,10208.47,350.86,3.34,0.11,2.71,0.00,0.28,0.01,0.90,0.72,0.08,0.37,0.18,4.97,2.89,7.18,0.02,0.02,0.90,0.24,0.08,0.97,7.18,1.53,1991.95,bowl,894.34,213.74,11.48,96.18,82.05,6.36,10.66,838.99,848.52,784.10,49.24,661.29,1185.39,280.98,78595.01,2701.28,25.69,0.88,20.85,0.01,2.16,0.05,6.91,5.57,0.60,2.88,1.37,38.26,22.24,55.26,0.16,0.14,6.91,1.82,0.63,7.45,55.26,11.77,15335.99
BFP067,Consomme au vermicelli,bfp_manual,125.29,29.94,1.30,15.23,12.98,0.27,0.81,113.40,130.65,63.33,7.85,97.34,179.98,41.25,12524.61,367.55,3.98,0.12,3.43,0.00,0.30,0.01,1.05,0.89,0.05,0.17,0.22,1.72,3.55,3.21,0.02,0.02,1.06,0.22,0.07,0.84,3.21,0.39,202.90,bowl,785.45,187.72,8.16,95.48,81.38,1.67,5.05,710.92,819.03,397.00,49.24,610.24,1128.29,258.61,78516.75,2304.18,24.94,0.78,21.52,0.00,1.87,0.06,6.60,5.57,0.29,1.06,1.37,10.80,22.24,20.12,0.11,0.10,6.62,1.41,0.46,5.30,20.12,2.44,1271.98
BFP072,Green pea soup (Matar ka soup),bfp_manual,165.85,39.81,3.63,11.06,12.90,0.87,2.49,892.63,532.86,135.79,4.16,46.63,103.29,38.39,10958.11,329.91,2.18,0.08,0.65,0.00,0.28,0.01,0.55,11.30,0.08,2.46,0.00,9.54,0.00,11.77,0.08,0.02,0.46,0.20,0.06,1.08,11.77,7.40,473.18,bowl,922.13,221.32,20.20,61.52,71.70,4.83,13.86,4963.02,2962.72,754.97,23.11,259.28,574.30,213.47,60927.08,1834.29,12.15,0.46,3.64,0.01,1.54,0.07,3.04,62.81,0.43,13.65,0.00,53.04,0.00,65.46,0.43,0.12,2.55,1.14,0.33,6.00,65.46,41.12,2630.88
BFP073,Spinach soup (Palak ka soup),bfp_manual,135.79,32.59,3.03,10.54,14.26,0.29,1.98,1078.77,427.86,122.66,4.24,56.23,98.10,50.72,12088.21,415.55,2.68,0.08,0.65,0.01,0.45,0.01,0.42,19.05,0.30,0.22,0.00,65.12,0.00,30.02,0.04,0.02,0.13,0.06,0.04,0.89,30.02,6.16,1919.31,bowl,682.76,163.88,15.21,52.98,71.72,1.47,9.95,5424.16,2151.35,616.75,21.30,282.74,493.24,255.01,60780.72,2089.43,13.48,0.41,3.27,0.03,2.25,0.05,2.12,95.80,1.51,1.10,0.00,327.42,0.00,150.94,0.21,0.12,0.66,0.31,0.18,4.49,150.94,30.99,9650.50
BFP074,Mixed vegetable soup,bfp_manual,148.51,35.71,2.95,8.22,11.66,1.64,1.64,1335.49,555.06,120.26,3.87,50.69,89.51,30.09,9202.27,295.84,1.74,0.06,0.37,0.00,0.21,0.01,0.33,17.39,0.10,1.38,0.00,4.74,0.00,7.17,0.02,0.02,0.14,0.13,0.03,0.71,7.17,4.55,1100.41,bowl,654.50,157.37,12.99,36.21,51.39,7.23,7.21,5885.52,2446.15,529.96,17.04,223.40,394.47,132.60,40554.39,1303.75,7.65,0.25,1.63,0.01,0.94,0.05,1.47,76.64,0.44,6.09,0.00,20.89,0.00,31.61,0.08,0.10,0.60,0.57,0.14,3.15,31.61,20.06,4849.52
BFP075,Cheese soup,bfp_manual,170.54,41.13,1.87,12.39,17.07,0.84,1.80,1911.77,807.87,126.50,9.56,83.65,153.98,39.83,13695.35,350.94,2.40,0.05,0.43,0.00,0.25,0.01,0.55,35.44,0.08,0.19,0.00,2.61,0.00,4.56,0.01,0.02,0.04,0.08,0.02,0.66,4.56,1.19,268.55,bowl,758.65,182.97,8.31,55.11,75.94,3.72,7.99,8504.33,3593.71,562.72,42.54,372.09,684.94,177.17,60922.39,1561.14,10.66,0.24,1.89,0.00,1.12,0.05,2.43,157.64,0.36,0.86,0.00,11.59,0.00,20.27,0.04,0.09,0.20,0.34,0.07,2.94,20.27,5.29,1194.63
BFP076,Mulligatawny soup,bfp_manual,226.95,54.42,8.24,11.26,13.28,1.26,2.60,781.44,317.78,116.00,3.05,43.89,113.18,39.75,11602.50,363.74,2.65,0.12,3.02,0.00,0.34,0.29,0.59,13.73,0.07,0.35,0.00,4.02,0.00,7.99,0.04,0.02,0.27,0.14,0.04,0.45,7.99,2.40,655.43,bowl,791.69,189.85,28.73,39.30,46.31,4.39,9.05,2725.98,1108.54,404.65,10.65,153.09,394.81,138.67,40474.14,1268.86,9.26,0.42,10.55,0.01,1.18,1.02,2.06,47.90,0.24,1.23,0.00,14.03,0.00,27.88,0.12,0.06,0.95,0.50,0.13,1.58,27.88,8.37,2286.41
BFP079,Cream of carrot soup,bfp_manual,248.48,59.77,5.69,8.27,12.35,1.77,1.98,2096.26,867.07,178.80,6.67,57.24,95.62,29.98,8694.79,289.87,1.73,0.06,0.31,0.00,0.24,0.03,0.38,30.94,0.14,0.49,0.00,5.34,0.00,8.14,0.02,0.03,0.14,0.16,0.04,0.86,8.14,2.29,1711.41,bowl,1157.03,278.30,26.48,38.53,57.52,8.23,9.21,9761.22,4037.50,832.58,31.06,266.54,445.28,139.59,40487.30,1349.77,8.06,0.30,1.45,0.01,1.13,0.13,1.79,144.06,0.66,2.27,0.00,24.87,0.00,37.89,0.10,0.16,0.67,0.74,0.18,4.00,37.89,10.68,7969.16
BFP080,Cream of broccoli soup,bfp_manual,233.85,56.14,3.72,8.97,12.75,1.59,1.89,2282.01,951.92,182.28,7.67,66.55,108.55,30.93,8792.43,313.40,1.82,0.06,0.48,0.00,0.24,0.02,0.47,34.20,0.41,0.26,0.00,34.32,0.00,20.50,0.04,0.05,0.19,0.21,0.04,1.37,20.50,14.96,202.41,bowl,1077.23,258.62,17.14,41.32,58.72,7.35,8.70,10512.06,4385.02,839.68,35.31,306.56,500.03,142.49,40502.33,1443.67,8.38,0.27,2.21,0.00,1.10,0.07,2.17,157.56,1.88,1.19,0.00,158.12,0.00,94.43,0.18,0.24,0.89,0.97,0.18,6.33,94.43,68.91,932.42
BFP082,Cream of potato soup,bfp_manual,250.34,60.20,6.14,8.10,12.05,1.24,1.51,2043.44,846.39,152.88,6.53,51.97,92.56,31.03,8503.99,348.61,1.70,0.06,0.40,0.00,0.21,0.02,0.37,30.29,0.11,0.29,0.00,2.56,0.00,6.98,0.02,0.03,0.27,0.17,0.04,0.87,6.98,6.07,141.04,bowl,1190.73,286.36,29.22,38.53,57.32,5.90,7.21,9719.62,4025.84,727.18,31.06,247.18,440.25,147.61,40449.24,1658.17,8.08,0.30,1.91,0.01,1.01,0.07,1.76,144.06,0.54,1.38,0.00,12.16,0.00,33.19,0.11,0.14,1.28,0.83,0.17,4.12,33.19,28.86,670.87
BFP087,Almond soup (Badam ka soup),bfp_manual,327.75,78.65,3.68,10.13,13.80,1.94,0.91,2578.14,2371.07,616.89,28.18,114.95,164.86,38.93,8376.94,282.29,2.83,0.11,1.63,0.00,0.25,0.02,0.90,37.48,1.00,0.28,0.07,2.47,0.95,8.11,0.02,0.06,0.19,0.23,0.03,2.33,8.11,1.61,164.48,bowl,1563.38,375.16,17.57,48.32,65.82,9.28,4.32,12297.71,11310.02,2942.57,134.40,548.33,786.40,185.70,39957.98,1346.54,13.50,0.51,7.78,0.01,1.21,0.08,4.31,178.80,4.79,1.33,0.32,11.79,4.51,38.67,0.11,0.27,0.92,1.11,0.14,11.11,38.67,7.68,784.59
BFP088,Cold cucumber cream soup ,bfp_manual,49.57,11.88,1.76,0.34,0.34,0.51,0.73,187.56,73.56,46.84,0.72,8.02,10.71,7.37,207.89,64.98,0.16,0.02,0.08,0.00,0.04,0.01,0.07,3.80,0.02,0.42,0.00,2.67,0.00,6.49,0.01,0.01,0.12,0.14,0.02,0.99,6.49,3.85,57.85,bowl,189.60,45.43,6.73,1.29,1.29,1.95,2.80,717.40,281.37,179.16,2.75,30.67,40.98,28.21,795.18,248.57,0.63,0.08,0.30,0.01,0.17,0.03,0.28,14.55,0.07,1.59,0.00,10.22,0.00,24.84,0.04,0.02,0.44,0.54,0.09,3.79,24.84,14.72,221.26
BFP089,Cold tomato soup,bfp_manual,69.74,16.90,0.59,0.11,1.56,0.22,0.16,963.69,385.52,79.70,3.88,4.20,2.27,2.67,287.15,20.03,0.10,0.01,0.10,0.00,0.03,0.02,0.02,17.45,0.05,0.52,0.00,2.62,0.00,2.05,0.00,0.00,0.03,0.02,0.01,0.17,2.05,3.68,368.25,bowl,191.45,46.40,1.62,0.31,4.27,0.60,0.44,2645.33,1058.24,218.77,10.65,11.52,6.22,7.32,788.23,55.00,0.28,0.03,0.28,0.00,0.07,0.06,0.05,47.90,0.14,1.44,0.00,7.19,0.00,5.63,0.01,0.01,0.09,0.05,0.02,0.47,5.63,10.09,1010.85
BFP090,Chicken stew,bfp_manual,529.28,127.55,4.44,7.19,8.91,1.43,1.82,1988.35,3026.33,3328.22,32.34,31.53,85.88,24.38,79.62,270.59,0.90,0.09,4.97,0.00,0.63,0.05,0.57,18.19,1.81,2.56,0.00,9.85,0.00,12.23,0.05,0.07,2.84,0.48,0.23,1.13,12.23,7.04,1520.17,bowl,1571.23,378.63,13.19,21.35,26.46,4.26,5.40,5902.63,8983.96,9880.17,96.00,93.60,254.96,72.38,236.35,803.26,2.67,0.25,14.75,0.01,1.86,0.16,1.68,54.00,5.37,7.61,0.00,29.24,0.00,36.31,0.15,0.21,8.42,1.42,0.67,3.37,36.31,20.89,4512.79
BFP091,Veg paneer stew,bfp_manual,606.74,145.55,10.22,6.98,8.41,4.85,3.08,2836.67,2036.05,2959.74,0.00,160.51,122.33,33.52,73.15,272.77,1.37,0.14,7.23,0.03,0.87,0.08,1.10,0.00,2.25,4.88,0.00,17.95,0.00,43.37,0.08,0.07,0.65,0.36,0.13,6.63,43.37,13.68,2117.28,bowl,1437.13,344.74,24.20,16.54,19.91,11.49,7.29,6718.93,4822.59,7010.44,0.00,380.17,289.74,79.39,173.27,646.08,3.24,0.32,17.12,0.08,2.07,0.18,2.60,0.00,5.33,11.56,0.00,42.51,0.00,102.72,0.18,0.16,1.54,0.86,0.30,15.70,102.72,32.41,5014.99
BFP108,Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),bfp_manual,796.03,191.27,26.37,4.37,7.27,2.71,5.16,888.73,1432.34,4472.19,0.00,24.91,124.85,53.42,241.19,190.31,1.81,0.22,18.66,0.00,1.17,0.02,1.15,0.00,3.34,5.05,0.00,5.75,0.00,21.16,0.17,0.06,1.00,0.42,0.13,1.22,21.16,3.99,311.21,parantha,608.56,146.23,20.16,3.34,5.56,2.07,3.95,679.43,1095.02,3418.99,0.00,19.04,95.45,40.84,184.39,145.49,1.38,0.17,14.27,0.00,0.89,0.02,0.88,0.00,2.55,3.86,0.00,4.40,0.00,16.17,0.13,0.05,0.77,0.32,0.10,0.94,16.17,3.05,237.92
BFP110,Methi parantha/paratha,bfp_manual,618.37,148.36,22.19,4.27,4.34,2.44,5.09,558.79,809.69,2655.25,0.00,65.85,112.69,54.87,48.36,193.92,2.42,0.21,15.87,0.01,1.17,0.02,1.04,0.00,1.96,4.68,0.00,80.90,0.00,31.20,0.16,0.09,0.94,0.44,0.18,1.89,31.20,13.85,2462.55,parantha,563.93,135.30,20.24,3.90,3.96,2.22,4.64,509.60,738.41,2421.50,0.00,60.05,102.77,50.04,44.10,176.85,2.20,0.19,14.47,0.01,1.07,0.01,0.95,0.00,1.79,4.27,0.00,73.78,0.00,28.46,0.14,0.08,0.86,0.40,0.16,1.73,28.46,12.63,2245.76
BFP114,Bathua poori,bfp_manual,2466.82,598.79,13.85,2.35,59.14,0.41,1.87,7228.86,12112.75,37288.29,0.60,30.83,46.16,21.24,49.71,98.54,0.96,0.08,5.37,0.00,0.55,0.01,0.48,2.25,28.96,2.10,0.00,31.33,0.00,9.65,0.06,0.08,0.37,0.21,0.05,0.28,9.65,5.02,482.82,poori,2242.07,544.24,12.59,2.14,53.75,0.38,1.70,6570.23,11009.15,33890.91,0.55,28.02,41.95,19.30,45.18,89.57,0.87,0.07,4.88,0.00,0.50,0.01,0.44,2.05,26.32,1.90,0.00,28.47,0.00,8.77,0.06,0.08,0.34,0.19,0.05,0.26,8.77,4.56,438.83
BFP115,Gram flour poori (Besan poori),bfp_manual,2873.78,697.66,10.93,2.59,71.51,0.35,1.94,8728.20,14666.25,45080.36,0.73,7.09,50.15,18.52,58.33,54.35,0.71,0.08,6.50,0.00,0.45,0.01,0.42,2.72,35.04,1.58,0.00,5.16,0.00,14.83,0.08,0.03,0.39,0.18,0.06,0.59,14.83,0.00,40.89,poori,2164.91,525.57,8.24,1.95,53.87,0.26,1.46,6575.24,11048.58,33960.54,0.55,5.34,37.78,13.95,43.94,40.94,0.54,0.06,4.90,0.00,0.34,0.00,0.32,2.05,26.40,1.19,0.00,3.89,0.00,11.18,0.06,0.02,0.30,0.13,0.04,0.44,11.18,0.00,30.81
BFP116,Beetroot poori (Chukandar ki poori),bfp_manual,2173.70,527.66,12.29,1.91,52.18,0.54,1.40,6371.72,10695.67,32904.93,0.53,5.38,38.66,15.32,46.48,56.25,0.60,0.07,4.60,0.00,0.34,0.01,0.34,1.99,25.55,1.75,0.00,3.64,0.00,9.18,0.05,0.02,0.28,0.15,0.03,0.25,9.18,0.28,52.56,poori,2237.46,543.14,12.65,1.97,53.71,0.56,1.44,6558.63,11009.41,33870.14,0.55,5.54,39.80,15.77,47.84,57.90,0.62,0.07,4.74,0.00,0.35,0.01,0.35,2.05,26.30,1.80,0.00,3.75,0.00,9.45,0.05,0.02,0.29,0.16,0.03,0.26,9.45,0.29,54.10
BFP117,Peas poori (Matar ki poori),bfp_manual,2442.79,592.83,14.92,3.04,57.69,0.48,2.25,7044.73,11826.76,36380.27,0.59,8.96,48.59,20.70,47.77,79.58,0.84,0.10,5.30,0.00,0.41,0.01,0.51,2.20,28.27,3.77,0.00,10.18,0.00,12.18,0.09,0.02,0.48,0.25,0.06,0.71,12.18,5.50,241.49,poori,2047.06,496.79,12.50,2.54,48.35,0.40,1.89,5903.49,9910.82,30486.67,0.49,7.51,40.72,17.34,40.03,66.69,0.71,0.08,4.45,0.00,0.34,0.01,0.43,1.84,23.69,3.16,0.00,8.53,0.00,10.21,0.08,0.02,0.40,0.21,0.05,0.59,10.21,4.61,202.37
BFP118,Peas kachori (Matar kachori),bfp_manual,2408.81,584.68,13.25,3.21,57.51,0.50,2.03,6905.43,11817.05,36371.71,0.00,14.25,30.80,16.13,55.45,91.63,0.77,0.09,0.40,0.00,0.26,0.01,0.40,0.00,28.29,3.99,0.00,14.45,0.00,15.19,0.09,0.02,0.44,0.26,0.06,1.03,15.19,9.35,346.38,kachori,2604.61,632.21,14.32,3.47,62.18,0.54,2.20,7466.74,12777.60,39328.18,0.00,15.41,33.31,17.44,59.96,99.08,0.84,0.10,0.43,0.00,0.28,0.02,0.43,0.00,30.58,4.31,0.00,15.63,0.00,16.43,0.09,0.02,0.47,0.28,0.06,1.12,16.43,10.11,374.53
BFP122,Pizza,bfp_manual,609.95,146.77,9.94,6.85,8.72,1.38,1.71,3245.67,2710.49,2330.95,18.65,77.23,95.69,18.24,225.02,193.91,0.66,0.07,0.75,0.01,0.18,0.01,0.71,21.70,1.39,6.92,0.00,13.96,0.00,29.46,0.07,0.14,1.33,0.42,0.12,3.24,29.46,14.43,1498.75,slice,1813.35,436.35,29.56,20.36,25.94,4.10,5.07,9649.21,8058.16,6929.79,55.45,229.60,284.49,54.22,668.97,576.47,1.98,0.20,2.23,0.02,0.53,0.03,2.11,64.50,4.13,20.59,0.00,41.51,0.00,87.58,0.20,0.41,3.97,1.26,0.36,9.64,87.58,42.90,4455.70
BFP124,Bacon and mushroom pancake,bfp_manual,654.37,157.67,8.47,6.82,10.60,1.23,1.59,5524.99,3332.13,871.87,39.23,44.74,91.42,15.73,344.23,210.33,0.54,0.07,3.33,0.00,0.11,0.01,0.62,78.05,0.24,8.47,0.03,11.54,0.50,12.00,0.18,0.09,1.52,0.61,0.17,3.79,12.00,1.58,111.81,pancake,795.08,191.57,10.29,8.29,12.88,1.49,1.93,6713.05,4048.65,1059.35,47.66,54.36,111.08,19.11,418.26,255.56,0.66,0.08,4.05,0.00,0.14,0.01,0.75,94.83,0.30,10.29,0.04,14.03,0.61,14.58,0.22,0.11,1.85,0.74,0.20,4.61,14.58,1.91,135.85
BFP125,Cheese and tomato pancake,bfp_manual,612.56,147.39,10.66,5.15,9.28,3.48,1.06,5633.56,2467.14,427.64,38.27,127.51,160.54,16.30,281.62,151.49,0.64,0.06,2.54,0.00,0.15,0.01,0.66,100.44,0.36,4.27,0.03,8.82,0.55,14.99,0.05,0.08,0.30,0.36,0.07,2.61,14.99,8.81,1887.42,pancake,675.34,162.49,11.76,5.67,10.24,3.84,1.17,6211.00,2720.02,471.47,42.20,140.58,176.99,17.97,310.48,167.02,0.71,0.06,2.80,0.00,0.16,0.01,0.73,110.73,0.40,4.71,0.04,9.73,0.61,16.52,0.05,0.09,0.33,0.40,0.07,2.87,16.52,9.72,2080.88
BFP127,Minced meat pancake (with chicken),bfp_manual,483.97,116.04,8.18,12.01,10.48,1.29,0.70,2317.33,1229.41,311.17,33.26,64.72,138.44,25.38,4942.18,254.70,1.99,0.13,6.11,0.00,0.18,0.02,0.75,37.16,0.27,0.73,0.37,2.91,7.35,9.50,0.05,0.05,2.14,0.47,0.16,2.17,9.50,1.59,494.43,pancake,650.33,155.93,10.99,16.14,14.08,1.74,0.94,3113.88,1652.01,418.13,44.69,86.96,186.03,34.10,6640.97,342.24,2.68,0.17,8.21,0.00,0.24,0.02,1.01,49.93,0.36,0.98,0.50,3.92,9.88,12.77,0.07,0.06,2.87,0.64,0.22,2.91,12.77,2.14,664.38
BFP132,Eggplant/Brinjal rice (Vangi bhat),bfp_manual,772.30,184.80,31.74,5.28,3.67,4.36,4.44,546.79,1420.41,1411.90,0.00,36.02,104.30,46.75,59.06,305.33,1.91,0.30,3.84,0.01,0.57,0.14,0.88,0.00,0.83,3.64,0.00,9.03,0.00,26.48,0.14,0.07,1.19,0.48,0.12,0.92,26.48,1.11,372.78,plate,2248.80,538.09,92.42,15.37,10.70,12.70,12.92,1592.14,4135.96,4111.16,0.00,104.88,303.71,136.13,171.96,889.07,5.57,0.86,11.17,0.03,1.65,0.40,2.57,0.00,2.43,10.60,0.00,26.30,0.00,77.11,0.40,0.21,3.47,1.41,0.35,2.68,77.11,3.23,1085.47
BFP133,Kashmiri 'tahar',bfp_manual,410.14,98.21,19.11,1.95,1.37,0.17,0.98,760.23,346.30,118.32,3.02,3.93,35.26,7.58,61.29,40.82,0.32,0.07,0.31,0.00,0.22,0.04,0.28,11.32,0.10,0.04,0.00,0.50,0.00,2.44,0.04,0.02,0.62,0.14,0.05,0.08,2.44,0.01,40.06,plate,1335.67,319.82,62.23,6.36,4.45,0.55,3.18,2475.78,1127.75,385.31,9.84,12.79,114.82,24.69,199.61,132.94,1.03,0.22,0.99,0.01,0.72,0.12,0.90,36.88,0.32,0.12,0.00,1.64,0.00,7.94,0.14,0.05,2.03,0.44,0.18,0.25,7.94,0.02,130.45
BFP134,Cumin pulao (Jeera/Zeera pulao),bfp_manual,563.93,135.24,23.61,2.47,3.20,0.64,1.40,406.05,665.80,1959.83,0.00,7.25,45.21,11.29,219.73,62.11,0.33,0.09,0.39,0.00,0.27,0.03,0.36,0.00,1.49,0.10,0.00,1.50,0.00,5.12,0.06,0.02,0.78,0.19,0.07,0.29,5.12,0.52,22.50,plate,1525.42,365.83,63.87,6.69,8.65,1.73,3.79,1098.35,1800.99,5301.33,0.00,19.62,122.30,30.53,594.38,167.99,0.88,0.25,1.06,0.01,0.72,0.07,0.98,0.00,4.03,0.27,0.00,4.06,0.00,13.85,0.15,0.05,2.10,0.50,0.20,0.78,13.85,1.42,60.87
BFP136,Peas pulao (Matar pulao),bfp_manual,454.41,108.87,18.42,3.89,1.90,1.30,3.21,250.63,389.75,1154.32,0.00,18.18,47.16,21.46,86.18,135.07,0.78,0.14,0.79,0.00,0.46,0.02,0.60,0.00,0.93,4.32,0.00,15.48,0.00,23.43,0.12,0.02,0.89,0.36,0.11,1.73,23.43,13.22,435.63,plate,2144.36,513.75,86.90,18.38,8.98,6.16,15.16,1182.74,1839.24,5447.25,0.00,85.79,222.56,101.26,406.68,637.38,3.70,0.64,3.75,0.01,2.18,0.10,2.83,0.00,4.38,20.38,0.00,73.06,0.00,110.56,0.57,0.10,4.21,1.68,0.54,8.18,110.56,62.36,2055.73
BFP137,Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),bfp_manual,486.37,116.53,19.72,3.60,2.30,1.59,3.16,294.50,451.73,1362.12,0.00,19.09,57.29,21.07,98.07,162.09,0.82,0.14,2.81,0.00,0.49,0.03,0.59,0.00,0.98,1.92,0.00,8.67,0.00,23.58,0.09,0.03,0.77,0.33,0.10,1.14,23.58,6.13,1281.25,plate,2149.26,514.92,87.14,15.91,10.15,7.01,13.96,1301.38,1996.19,6019.21,0.00,84.36,253.14,93.12,433.35,716.27,3.64,0.63,12.42,0.01,2.17,0.15,2.59,0.00,4.31,8.50,0.00,38.31,0.00,104.21,0.39,0.12,3.41,1.47,0.44,5.05,104.21,27.07,5661.83
