id,name,food_group,calories,protein,carbs,total_fat,saturated_fat,unsaturated_fat,trans_fat,cholesterol,fiber,sugar,sodium,potassium,calcium,iron,magnesium,vitamin_a,vitamin_c,vitamin_d,vitamin_b12,glycemic_index,glycemic_load,fodmap_level,insulin_index,contains_gluten,contains_dairy,contains_nuts,contains_shellfish,contains_eggs,contains_soy,contains_fish,contains_wheat,flavor_profile,texture,spice_level,average_cost,seasonal_availability,prep_time,vegetarian,vegan,pescatarian,keto_friendly,paleo_friendly,diabetes_friendly,heart_healthy,kidney_friendly,liver_friendly,cuisine_origins,breakfast_friendly,lunch_friendly,dinner_friendly,snack_friendly,sleep_impact,stress_impact
76,Ingredient_76,Grains,135,22.1,43.9,0.0,6.8,19.5,0.95,1.7,1.5,0.5,770.9,439.2,212.3,6.6,56.3,1437.2,35.5,21.7,0.9,81,12,Low,15,0,0,0,0,0,0,0,0,Bitter,Crunchy,0,1.57,All year,4,1,0,1,0,1,1,0,0,0,Western,0,0,1,1,Neutral,Neutral
77,Ingredient_77,Dairy,144,24.4,24.4,13.6,4.9,17.3,0.26,50.3,10.9,7.5,310.4,706.7,129.7,1.7,137.1,579.5,19.1,1.1,2.08,51,11,High,59,0,0,1,0,0,0,0,0,Neutral,Crunchy,1,4.01,Fall,13,0,0,0,0,1,0,0,0,0,Asian,1,0,0,1,Negative,Positive
78,Ingredient_78,Fruits,100,19.4,15.2,19.8,6.8,3.2,0.84,72.3,0.9,1.8,692.4,606.9,71.1,9.4,84.6,6892.2,61.5,43.9,0.3,89,12,High,93,1,0,0,1,0,0,0,0,Sour,Firm,3,9.99,Winter,7,1,0,1,1,1,1,1,0,1,Mexican,0,0,0,0,Positive,Positive
79,Ingredient_79,Herbs/Spices,216,0.6,37.5,7.8,3.7,3.9,0.05,30.3,3.8,2.5,145.8,882.7,85.1,5.8,64.8,1896.0,71.3,13.2,2.99,55,17,Medium,7,0,0,0,0,0,0,0,0,Neutral,Soft,10,3.05,Fall,3,0,0,0,0,0,1,1,1,0,Mediterranean,0,0,0,0,Neutral,Negative
80,Ingredient_80,Dairy,182,12.0,8.0,20.9,6.3,16.1,0.5,54.8,14.5,0.6,417.0,593.3,34.1,6.6,28.6,5728.4,39.4,10.5,4.62,84,5,Low,48,0,0,0,0,0,0,0,0,Sour,Creamy,0,6.66,All year,15,0,1,0,0,1,1,0,1,0,Western,0,0,0,0,Positive,Neutral
81,Ingredient_81,Dairy,130,18.3,34.8,27.7,6.8,7.4,0.47,65.0,13.6,3.6,552.2,868.3,85.8,3.1,5.0,4286.3,26.7,8.7,2.24,18,3,Medium,22,1,0,0,0,0,0,0,0,Sweet,Chewy,7,1.06,Winter,4,0,1,1,1,1,0,0,1,0,Mexican,0,0,0,0,Positive,Neutral
82,Ingredient_82,Oils,58,18.7,28.5,16.8,6.9,13.3,0.68,66.5,9.5,9.3,556.7,655.1,432.8,4.1,55.5,3467.5,68.6,4.3,4.68,16,21,Low,87,0,0,0,0,0,0,0,0,Bitter,Crunchy,9,7.01,Summer,14,1,0,1,1,1,1,1,1,1,Western,0,0,0,0,Positive,Positive
83,Ingredient_83,Nuts/Seeds,360,15.3,42.5,8.7,0.5,4.4,0.32,37.2,9.6,4.8,951.5,598.1,266.8,8.1,168.2,9586.5,41.2,17.9,2.9,0,12,Medium,16,0,0,1,0,0,1,0,0,Sour,Crunchy,3,8.31,All year,19,1,1,0,1,0,1,1,0,1,Indian,0,1,0,0,Neutral,Negative
84,Ingredient_84,Protein,179,17.9,32.8,23.4,7.0,5.6,0.47,36.1,2.6,7.0,378.8,237.2,146.1,6.1,33.2,2193.8,82.9,25.8,2.32,41,3,Medium,59,0,0,0,0,0,0,0,1,Sour,Crunchy,2,1.24,Fall,18,1,0,1,0,0,0,0,1,1,Global,0,0,0,1,Neutral,Negative
85,Ingredient_85,Fruits,74,11.5,32.8,22.3,3.1,8.0,0.85,71.0,5.5,9.5,445.8,543.4,364.9,4.4,144.0,5614.4,11.4,41.4,3.51,50,4,High,11,0,0,1,0,0,0,0,0,Bitter,Crispy,6,1.58,Summer,7,1,0,1,0,0,0,0,1,1,Indian,0,1,1,0,Neutral,Neutral
86,Ingredient_86,Nuts/Seeds,368,29.2,30.5,9.0,0.9,19.2,0.21,66.2,2.1,14.5,828.8,217.3,81.9,3.7,192.2,7252.8,16.0,25.9,0.23,44,5,High,33,0,1,0,1,0,0,0,1,Salty,Crispy,4,6.49,Winter,11,0,1,1,1,1,0,0,0,0,Global,1,0,1,0,Positive,Neutral
87,Ingredient_87,Oils,358,19.0,42.4,5.1,9.2,16.9,0.77,25.9,8.4,13.1,854.2,505.5,377.0,3.3,119.3,7807.5,13.5,11.9,0.67,35,16,High,30,0,0,1,0,0,0,0,0,Sour,Crunchy,1,0.82,Winter,15,1,1,0,0,1,0,0,1,0,Asian,1,0,1,0,Neutral,Negative
88,Ingredient_88,Herbs/Spices,190,22.8,39.0,1.8,2.0,12.4,0.45,92.2,3.6,10.8,469.9,661.8,88.2,5.3,80.2,6542.8,86.9,25.7,0.25,65,19,Medium,14,0,0,1,0,1,0,0,0,Sour,Chewy,1,6.83,Summer,19,1,1,1,0,1,0,1,0,0,Mexican,0,0,1,1,Neutral,Neutral
89,Ingredient_89,Vegetables,357,11.1,23.5,3.3,8.1,12.9,0.63,46.5,1.0,4.8,379.7,487.9,203.0,7.4,28.4,1825.6,9.6,15.7,1.17,74,7,Medium,53,0,0,1,1,0,0,0,0,Neutral,Firm,6,2.16,All year,11,1,1,1,0,0,0,1,0,1,Indian,1,1,0,0,Negative,Positive
90,Ingredient_90,Dairy,108,3.5,41.6,1.5,1.3,3.8,0.36,53.1,7.1,7.8,723.1,183.0,60.8,8.1,149.9,5490.8,64.6,7.7,0.62,21,16,Low,89,0,0,0,0,0,1,0,1,Sour,Creamy,2,9.2,Spring,16,0,0,0,1,1,1,0,1,1,Mediterranean,1,0,0,0,Neutral,Positive
91,Ingredient_91,Grains,239,15.1,17.0,14.5,2.5,0.8,0.16,39.6,10.4,8.4,37.9,186.6,262.6,2.8,58.4,1133.0,88.5,12.7,3.99,18,1,High,57,0,1,0,0,0,0,0,1,Neutral,Firm,0,1.59,Fall,9,0,0,1,0,1,0,1,0,0,Mediterranean,0,1,1,0,Positive,Positive
92,Ingredient_92,Herbs/Spices,34,2.5,4.7,9.2,4.7,4.8,0.38,56.6,14.5,3.7,180.3,358.3,181.3,3.0,133.4,1752.4,30.2,30.3,2.15,97,15,High,80,1,0,1,1,0,0,0,0,Bitter,Tender,10,9.73,Winter,10,0,0,1,0,1,0,1,1,1,Indian,0,0,1,1,Neutral,Negative
93,Ingredient_93,Dairy,200,25.7,45.8,21.7,9.6,15.6,0.21,36.6,13.2,2.6,281.4,877.4,483.3,7.6,27.3,5071.6,43.3,17.2,3.58,77,21,Low,13,0,1,0,0,0,0,0,0,Salty,Firm,8,9.38,Winter,15,1,1,1,1,1,1,1,1,1,Western,0,1,1,1,Neutral,Positive
94,Ingredient_94,Oils,239,27.0,0.2,19.0,5.3,13.0,0.17,69.0,0.6,2.4,8.2,883.2,126.5,0.8,126.7,9251.9,74.7,36.5,4.96,94,7,High,99,0,0,0,0,1,0,1,0,Sweet,Firm,10,8.49,Winter,13,0,1,1,0,0,1,0,0,1,Global,0,0,1,0,Neutral,Positive
95,Ingredient_95,Vegetables,338,11.8,32.4,2.8,8.7,15.5,0.86,62.1,6.4,13.4,987.9,799.4,69.5,6.4,177.7,7449.3,80.2,14.9,4.38,20,8,High,99,0,0,0,0,0,0,0,0,Savory,Firm,5,5.76,Fall,18,0,1,0,0,1,1,1,0,1,Mediterranean,1,0,0,1,Neutral,Positive
96,Ingredient_96,Protein,387,23.0,28.1,11.8,6.7,14.0,0.18,40.6,10.2,2.0,307.1,554.9,316.6,3.8,45.1,6398.9,97.2,28.7,3.46,33,19,Medium,50,0,1,0,0,1,0,1,0,Neutral,Soft,3,4.93,Spring,1,0,1,0,0,0,0,0,0,1,Indian,1,0,1,0,Positive,Positive
97,Ingredient_97,Vegetables,36,14.4,27.6,2.4,0.4,4.0,0.56,7.9,3.9,16.6,778.5,487.3,476.1,7.4,153.0,4358.2,30.3,3.2,0.58,43,1,Low,2,0,0,0,0,0,0,0,1,Bitter,Firm,8,7.94,Winter,18,1,1,0,0,1,1,0,1,1,Mexican,1,1,0,0,Neutral,Positive
98,Ingredient_98,Grains,284,8.9,8.8,14.9,0.3,18.4,0.29,58.1,11.0,0.2,711.9,735.3,303.9,3.0,54.2,4760.7,78.5,33.7,3.25,61,6,Low,59,1,1,0,0,0,0,0,0,Neutral,Creamy,2,3.16,Summer,12,0,1,1,0,1,0,1,1,1,Western,0,1,1,1,Neutral,Positive
99,Ingredient_99,Nuts/Seeds,218,1.7,4.4,9.2,6.0,7.5,0.61,27.8,7.3,10.7,786.2,524.0,469.6,9.8,38.1,8073.3,44.9,48.6,4.89,71,22,High,95,0,0,0,0,0,1,0,1,Bitter,Tender,8,6.55,Fall,9,1,1,1,1,1,0,0,1,0,Western,0,0,1,0,Positive,Neutral
100,Ingredient_100,Protein,124,0.8,4.2,23.8,7.8,8.2,0.09,95.3,14.7,3.4,516.7,550.5,321.0,5.1,19.0,2611.4,64.6,46.1,0.52,30,7,Low,41,0,0,0,0,0,0,0,1,Bitter,Soft,0,9.38,Spring,6,0,0,0,0,0,0,0,1,1,Global,1,1,1,0,Positive,Positive
101,Ingredient_101,Vegetables,142,20.2,18.3,8.8,2.9,19.4,0.87,94.3,0.5,6.8,249.4,977.4,57.3,5.6,123.5,3686.4,34.8,6.5,4.22,99,22,High,68,0,1,0,0,0,0,0,0,Sour,Firm,9,3.08,Winter,12,0,0,1,0,1,1,1,0,0,Asian,0,0,0,0,Neutral,Positive
102,Ingredient_102,Oils,153,0.7,39.8,8.4,9.9,10.4,0.3,32.8,6.4,7.2,12.2,636.6,474.1,3.6,193.2,3338.1,22.3,11.5,1.15,47,22,High,65,0,0,1,0,0,0,0,0,Salty,Crunchy,8,5.66,All year,14,1,1,1,1,1,1,0,1,1,Indian,1,1,1,1,Negative,Negative
103,Ingredient_103,Grains,294,23.9,30.5,25.9,3.1,0.5,0.46,53.3,6.3,10.2,685.0,18.2,280.3,1.7,154.7,2881.4,62.1,18.5,0.46,60,23,Medium,31,0,0,0,0,0,0,0,1,Savory,Creamy,2,5.6,All year,14,0,0,1,1,0,1,1,1,0,Global,0,1,0,1,Positive,Neutral
104,Ingredient_104,Fruits,102,23.4,13.1,24.5,4.1,16.3,0.08,50.5,4.3,19.2,912.9,179.9,456.4,2.0,30.1,5901.2,94.9,28.2,3.29,88,15,Low,66,0,0,0,1,0,0,0,0,Sweet,Crunchy,8,8.21,Spring,17,0,1,1,1,1,1,0,1,1,Indian,0,1,1,0,Positive,Neutral
105,Ingredient_105,Oils,129,13.3,36.1,0.8,7.6,17.8,0.18,93.2,1.5,5.6,361.8,417.4,70.0,9.5,98.7,3976.5,62.3,25.8,0.41,69,2,Low,94,0,0,1,0,1,0,0,0,Salty,Crispy,7,5.72,Fall,11,1,1,0,0,0,0,0,1,1,Global,0,0,1,1,Negative,Positive
106,Ingredient_106,Grains,379,17.7,40.2,18.6,0.2,9.0,0.71,95.4,14.4,10.6,816.4,334.0,58.8,5.4,158.7,3769.1,92.8,37.4,3.24,36,1,High,82,1,0,0,0,0,0,0,1,Salty,Firm,4,7.99,Summer,14,0,0,0,0,0,0,0,0,1,Mediterranean,0,0,0,0,Negative,Negative
107,Ingredient_107,Nuts/Seeds,128,24.0,32.3,26.0,6.8,10.8,0.78,4.6,14.2,10.9,632.4,369.7,58.5,6.0,130.2,2323.0,20.7,37.5,3.03,47,13,Medium,1,1,0,0,0,0,0,0,0,Salty,Crispy,0,3.1,Fall,13,0,1,1,1,0,1,0,0,0,Mexican,0,1,0,1,Negative,Neutral
108,Ingredient_108,Dairy,382,4.1,46.9,28.2,6.3,0.2,0.05,33.4,5.7,18.7,602.1,236.2,281.2,5.6,60.0,6311.1,3.2,18.2,2.28,41,6,High,63,0,0,0,0,0,0,0,0,Sweet,Creamy,6,6.2,Summer,11,1,0,1,1,0,1,0,1,0,Indian,1,1,1,0,Neutral,Neutral
109,Ingredient_109,Dairy,164,23.2,14.7,13.6,3.0,10.6,0.57,78.8,9.3,6.1,293.5,484.2,22.9,6.6,37.1,3217.7,87.2,33.0,1.37,76,0,High,11,1,1,1,0,0,0,0,0,Sour,Chewy,2,5.59,Winter,13,0,0,0,1,0,0,0,1,0,Indian,1,1,1,0,Neutral,Neutral
110,Ingredient_110,Oils,336,9.9,24.2,15.9,8.4,7.6,0.62,19.4,6.9,8.1,235.6,601.2,72.2,0.0,48.8,1059.5,30.4,23.3,1.19,4,19,Medium,17,1,1,0,0,1,0,0,0,Sweet,Creamy,3,2.68,Summer,15,0,0,0,1,0,0,1,0,1,Western,1,1,1,1,Negative,Positive
111,Ingredient_111,Protein,157,22.5,5.1,4.1,7.1,1.6,0.69,20.7,2.2,0.9,393.2,716.4,120.8,0.3,121.1,1040.0,3.4,5.9,0.3,14,16,Low,2,0,0,0,0,0,0,0,0,Sour,Firm,0,6.85,Winter,11,0,1,1,1,1,1,0,1,1,Mediterranean,0,0,1,0,Positive,Positive
112,Ingredient_112,Dairy,76,6.1,39.0,11.2,5.8,6.0,0.51,52.8,6.7,16.3,714.4,280.4,9.4,2.0,12.6,813.2,37.1,10.9,2.71,51,10,Medium,42,0,0,0,0,0,0,0,1,Bitter,Creamy,0,4.03,Fall,8,0,1,1,0,0,0,0,0,1,Asian,0,0,1,1,Negative,Positive
113,Ingredient_113,Fruits,265,10.1,43.3,19.6,2.4,15.7,0.95,2.4,12.2,0.7,205.3,925.0,263.4,6.8,171.4,3997.4,27.7,16.2,3.55,26,4,Medium,41,0,1,0,0,0,0,0,0,Bitter,Chewy,8,6.71,All year,2,0,0,1,0,0,0,1,0,0,Mediterranean,0,0,0,0,Neutral,Positive
114,Ingredient_114,Herbs/Spices,105,11.2,49.1,2.1,2.9,0.6,0.99,32.5,9.8,1.2,733.5,729.3,431.7,9.8,122.8,4363.9,26.3,17.7,3.5,58,19,Medium,0,0,0,0,0,0,0,0,1,Bitter,Crunchy,5,5.35,Summer,4,1,1,1,0,1,0,1,1,0,Indian,0,1,0,1,Negative,Neutral
115,Ingredient_115,Fruits,38,17.2,2.2,11.3,7.9,11.8,0.08,27.5,10.6,1.7,128.4,782.1,90.3,1.3,87.2,7343.0,34.1,23.9,1.46,20,14,Medium,29,0,0,0,0,0,0,0,0,Sour,Chewy,4,8.07,Fall,1,1,1,1,0,1,1,1,1,0,Western,1,1,1,0,Positive,Neutral
116,Ingredient_116,Dairy,152,26.3,27.0,29.9,2.3,1.1,0.5,11.8,9.7,5.5,875.0,58.0,353.8,5.7,197.4,362.8,25.2,15.7,0.44,32,0,Low,85,0,1,0,0,0,0,0,0,Salty,Soft,9,1.58,Spring,18,1,1,0,1,0,0,1,0,1,Mediterranean,0,0,1,1,Neutral,Positive
117,Ingredient_117,Oils,313,18.7,11.4,19.0,3.1,4.3,0.93,53.7,5.8,9.6,693.6,255.4,357.8,1.8,18.7,8838.6,65.4,16.9,2.42,7,23,High,50,0,0,1,0,0,0,0,0,Salty,Crispy,2,7.63,Winter,13,0,1,1,0,0,0,1,1,0,Global,1,0,1,0,Negative,Negative
118,Ingredient_118,Dairy,85,12.3,43.3,15.1,5.7,6.1,0.34,47.8,3.1,4.2,28.3,362.0,491.9,8.0,121.3,1459.4,10.0,20.8,1.66,57,23,High,10,0,1,0,0,0,0,0,0,Sour,Soft,4,0.71,Fall,8,0,0,0,1,1,1,1,1,0,Global,1,0,1,0,Negative,Positive
119,Ingredient_119,Fruits,188,24.7,36.2,25.7,4.2,19.8,0.53,54.7,13.4,18.6,610.3,675.3,66.5,9.3,87.3,430.1,52.0,38.2,2.86,13,10,High,68,0,0,0,0,0,0,0,0,Savory,Crunchy,6,7.97,Winter,7,0,0,0,0,0,0,1,1,1,Mediterranean,0,1,1,0,Neutral,Neutral
120,Ingredient_120,Herbs/Spices,363,19.9,42.0,18.9,1.9,4.0,0.43,49.4,10.4,6.9,511.6,818.2,252.6,0.3,173.2,7754.1,37.2,17.4,3.49,46,13,Medium,83,1,0,0,0,0,0,0,1,Neutral,Chewy,0,9.76,Spring,3,1,1,1,0,0,0,0,1,1,Mediterranean,1,0,1,0,Positive,Neutral
121,Ingredient_121,Grains,150,28.0,5.4,24.2,4.7,11.2,0.64,86.6,12.8,14.5,154.3,998.4,61.1,3.8,177.0,6873.8,80.2,47.8,1.28,62,7,Low,0,0,0,0,0,0,0,0,1,Sour,Crunchy,2,1.95,Spring,11,0,0,1,1,0,1,1,1,0,Mediterranean,0,0,0,0,Negative,Positive
122,Ingredient_122,Fruits,334,19.1,10.7,13.0,1.4,3.5,0.58,99.5,2.7,19.6,66.6,893.1,20.8,5.2,165.7,1147.2,15.3,32.6,1.4,86,4,Low,27,0,0,0,1,0,0,1,0,Bitter,Firm,9,1.66,All year,2,1,1,1,0,0,0,1,0,0,Mediterranean,1,0,1,0,Negative,Negative
123,Ingredient_123,Grains,256,22.6,3.1,16.3,2.0,16.9,0.61,38.4,12.7,8.4,743.5,518.8,12.1,0.2,132.9,3062.3,72.5,4.5,2.2,25,3,Medium,62,0,0,0,0,0,0,0,0,Salty,Crunchy,6,6.6,Fall,14,0,1,0,0,1,0,1,0,0,Mediterranean,0,0,0,1,Positive,Positive
124,Ingredient_124,Nuts/Seeds,17,10.9,43.0,19.3,6.1,18.5,0.11,2.0,9.3,11.9,65.9,954.3,68.8,6.2,50.4,9819.7,75.4,20.8,1.67,7,22,High,45,0,0,0,0,0,0,0,1,Neutral,Firm,3,8.61,Summer,18,1,1,1,1,0,1,0,0,0,Asian,1,0,0,0,Negative,Positive
125,Ingredient_125,Protein,121,11.0,19.4,28.7,7.1,7.3,0.4,81.6,3.1,0.4,761.6,923.7,71.6,0.5,186.5,3261.2,23.1,37.5,0.83,11,19,Medium,91,0,0,0,0,0,0,0,0,Savory,Crispy,1,2.35,Summer,5,1,1,0,0,0,0,0,0,1,Asian,0,1,0,0,Positive,Positive
126,Ingredient_126,Vegetables,355,12.4,48.6,1.6,4.9,5.7,0.38,20.0,4.7,19.8,489.2,804.2,261.3,0.7,129.6,3687.7,38.8,43.3,3.57,27,17,Medium,67,1,0,1,0,0,1,0,0,Bitter,Tender,0,7.74,Winter,14,1,1,1,1,1,0,0,1,0,Western,1,0,0,1,Neutral,Neutral
127,Ingredient_127,Dairy,286,7.2,31.0,2.2,1.4,8.2,0.71,39.4,9.8,2.3,397.9,5.9,13.8,8.5,180.5,1272.5,85.3,48.7,0.37,53,2,Medium,14,0,0,0,0,0,1,0,0,Savory,Tender,0,2.01,Winter,15,0,1,0,1,0,1,1,0,1,Western,1,0,0,0,Neutral,Positive
128,Ingredient_128,Nuts/Seeds,364,5.0,25.4,0.8,5.4,6.1,0.23,46.3,4.2,7.1,990.1,470.1,257.7,2.2,94.7,5754.3,43.1,22.5,1.4,10,6,High,26,0,0,1,0,0,0,0,0,Salty,Crispy,10,5.79,Winter,15,1,1,1,1,0,0,1,0,0,Global,0,0,1,0,Neutral,Negative
129,Ingredient_129,Fruits,224,19.7,1.5,4.0,8.6,19.5,0.11,87.0,13.0,3.3,956.4,733.1,165.7,5.4,87.1,741.6,57.8,34.7,4.81,96,16,High,66,0,0,0,0,0,0,0,1,Sweet,Crunchy,10,8.49,Spring,2,0,1,0,0,1,0,1,0,0,Mexican,1,1,1,1,Negative,Positive
130,Ingredient_130,Herbs/Spices,196,18.0,47.9,12.5,1.1,7.5,0.97,85.1,14.5,4.4,206.8,853.1,367.9,4.0,6.2,7146.7,98.3,14.0,1.66,36,9,Medium,15,1,0,0,0,0,0,0,0,Bitter,Creamy,5,2.91,All year,1,1,0,0,0,1,1,1,1,0,Mexican,0,0,1,0,Negative,Negative
131,Ingredient_131,Oils,278,16.9,25.7,14.0,6.0,19.8,0.44,33.8,7.4,19.0,710.3,377.8,423.0,8.9,114.2,6172.7,24.2,31.8,2.35,19,3,Low,67,0,0,0,1,0,0,0,0,Savory,Tender,9,8.34,Spring,4,1,0,0,0,1,0,0,0,0,Mexican,0,1,1,0,Negative,Neutral
132,Ingredient_132,Oils,322,10.0,45.3,16.5,6.1,1.1,0.28,98.9,13.9,8.0,435.3,482.3,368.6,7.4,18.7,4794.3,54.4,37.7,1.95,79,5,High,16,0,0,0,0,0,0,0,0,Sweet,Creamy,9,6.73,Fall,16,0,0,0,1,0,0,0,0,1,Global,1,0,1,0,Neutral,Neutral
133,Ingredient_133,Grains,346,23.5,38.3,7.3,0.3,4.2,0.41,73.8,0.7,5.5,816.4,378.3,27.1,9.8,29.0,8020.2,24.2,7.1,0.61,10,6,Low,45,0,1,0,0,0,0,1,0,Savory,Tender,6,5.29,Winter,13,0,0,1,0,1,1,1,0,0,Global,1,0,1,0,Neutral,Positive
134,Ingredient_134,Dairy,159,14.8,28.8,24.1,8.5,10.4,0.34,23.5,14.8,9.8,160.0,297.6,248.6,2.5,94.5,3410.1,2.7,42.7,4.53,73,13,High,69,0,0,0,0,0,0,0,0,Savory,Crunchy,4,4.6,Spring,9,0,1,1,0,0,0,0,0,1,Western,1,1,0,1,Positive,Neutral
135,Ingredient_135,Oils,114,25.5,14.5,2.5,8.4,15.2,0.38,27.0,5.2,19.9,285.7,139.3,139.2,9.9,88.9,9038.8,43.7,21.9,0.3,8,11,Medium,0,1,0,0,1,0,0,0,0,Savory,Soft,7,3.11,Summer,19,1,1,1,0,1,1,1,1,0,Global,1,1,0,1,Negative,Neutral
136,Ingredient_136,Protein,200,3.3,30.4,29.2,5.4,11.2,0.79,2.6,2.1,9.8,418.1,370.4,132.6,3.7,166.5,9312.2,59.8,8.0,1.16,7,22,Low,19,0,1,0,0,0,0,1,0,Bitter,Chewy,8,2.95,Summer,19,0,0,0,0,0,0,1,1,1,Global,0,1,1,1,Positive,Positive
137,Ingredient_137,Oils,15,1.6,12.0,8.5,2.4,6.4,0.23,35.5,5.2,19.9,891.6,441.4,19.0,7.2,127.8,7322.0,79.7,6.9,0.27,36,4,Medium,71,0,1,1,0,1,0,0,0,Savory,Chewy,3,2.81,Spring,1,0,1,1,0,1,1,1,0,1,Global,1,0,0,1,Neutral,Positive
138,Ingredient_138,Fruits,335,0.8,30.8,18.6,1.8,13.5,0.63,4.2,11.9,15.5,720.4,88.9,473.9,4.6,180.5,8372.9,77.6,42.0,0.99,91,7,High,66,1,1,0,0,0,0,0,0,Sweet,Tender,8,4.05,All year,5,1,1,0,0,1,0,1,1,0,Indian,0,1,1,0,Negative,Negative
139,Ingredient_139,Herbs/Spices,274,10.0,21.4,10.1,2.9,15.2,0.22,53.5,7.2,17.3,480.8,767.9,159.3,2.6,92.7,4164.7,27.1,19.3,3.06,64,24,Medium,14,0,0,0,0,0,0,0,0,Sour,Creamy,4,2.14,Spring,3,0,0,0,1,1,1,1,0,0,Indian,1,1,1,1,Positive,Negative
140,Ingredient_140,Herbs/Spices,283,0.0,27.2,9.9,4.8,8.8,0.58,66.6,2.3,3.9,791.6,261.2,203.3,6.6,128.5,858.6,97.9,44.0,0.09,59,3,High,85,1,0,0,0,0,0,0,0,Bitter,Chewy,0,4.45,Summer,2,1,0,1,0,1,0,0,1,0,Mexican,1,1,0,1,Neutral,Neutral
141,Ingredient_141,Nuts/Seeds,76,17.6,0.7,21.6,2.2,10.0,0.53,69.7,8.8,7.7,932.9,32.0,138.4,2.0,128.3,7.7,33.4,40.9,1.59,97,14,High,31,0,0,0,1,0,0,0,0,Savory,Crispy,2,5.42,Winter,13,1,1,1,0,1,0,0,1,0,Mediterranean,1,0,0,1,Positive,Negative
142,Ingredient_142,Vegetables,55,23.2,42.8,2.2,6.2,9.4,0.74,25.7,9.0,1.1,739.6,772.0,387.3,6.3,154.7,6741.8,84.1,27.5,4.58,83,4,Medium,31,0,1,0,0,0,0,0,0,Savory,Crunchy,6,9.14,Winter,7,0,0,0,0,1,0,1,0,1,Mexican,1,0,1,0,Neutral,Positive
143,Ingredient_143,Dairy,40,12.2,39.6,22.8,9.3,11.3,0.5,5.3,11.4,9.5,788.4,809.1,149.3,7.7,178.7,7224.7,43.8,12.8,0.5,39,19,Medium,39,0,0,0,1,0,1,0,0,Neutral,Firm,6,9.83,Fall,14,0,0,0,1,0,0,0,1,1,Global,0,0,0,1,Positive,Positive
144,Ingredient_144,Nuts/Seeds,165,16.1,6.9,1.2,1.2,13.7,0.52,41.5,1.3,6.4,449.8,479.4,167.2,4.2,138.0,4545.8,63.4,39.3,1.69,20,11,Medium,48,0,0,1,1,0,0,0,0,Salty,Tender,9,9.93,Summer,16,0,0,0,0,1,1,1,0,1,Indian,0,0,0,1,Negative,Neutral
145,Ingredient_145,Protein,129,10.5,4.2,4.8,5.2,15.9,0.06,40.5,8.3,3.6,340.1,947.4,315.7,8.1,49.2,1294.3,39.3,48.8,0.02,65,14,Medium,70,1,0,0,0,0,1,1,0,Sour,Soft,5,8.36,Summer,15,1,0,0,0,1,0,0,1,0,Indian,0,1,1,1,Negative,Negative
146,Ingredient_146,Vegetables,79,28.2,39.2,23.7,4.5,16.9,0.2,21.6,1.9,15.8,882.5,980.8,144.6,4.8,3.4,4418.9,11.5,48.8,3.09,94,12,High,91,0,0,0,1,0,0,0,0,Savory,Crunchy,6,5.83,Winter,7,1,1,0,1,0,1,0,0,0,Asian,0,1,0,1,Negative,Positive
147,Ingredient_147,Dairy,11,22.5,22.1,8.0,5.2,14.4,0.25,46.5,5.2,18.3,837.4,860.9,11.8,8.4,182.9,9211.6,46.0,13.6,1.89,50,3,Low,90,1,0,0,1,0,0,0,0,Sour,Chewy,7,4.71,All year,5,1,1,0,1,1,0,1,0,0,Mexican,0,1,1,0,Negative,Negative
148,Ingredient_148,Vegetables,264,20.6,8.6,12.2,2.5,10.3,0.93,51.1,12.6,13.7,171.9,686.6,416.3,5.9,186.7,5368.8,0.8,9.5,0.27,79,8,Low,8,0,0,1,1,0,0,0,0,Sweet,Crispy,2,2.72,Summer,4,0,1,0,0,0,1,0,0,1,Indian,1,1,0,0,Positive,Negative
149,Ingredient_149,Oils,103,10.9,0.4,18.0,5.4,12.7,0.56,98.4,2.0,18.5,71.9,64.1,476.5,5.8,176.7,7656.9,20.2,33.4,2.7,1,21,Low,64,0,0,0,1,0,0,0,1,Salty,Crunchy,0,4.14,Fall,1,0,1,1,1,1,1,1,1,1,Mexican,1,0,0,1,Neutral,Positive
150,Ingredient_150,Dairy,278,10.4,35.6,14.2,5.7,5.5,0.92,6.4,0.1,7.3,161.1,826.5,280.9,3.2,77.5,1961.0,62.1,21.4,3.84,37,17,High,31,0,0,0,0,0,0,0,0,Salty,Creamy,10,6.04,Spring,1,1,0,1,0,1,0,1,1,0,Indian,1,0,1,0,Neutral,Positive
151,Ingredient_151,Herbs/Spices,368,11.9,44.3,4.8,6.9,17.1,0.9,27.5,14.3,7.7,417.2,780.8,174.1,9.2,32.2,1840.1,5.6,25.7,2.55,38,6,High,17,0,0,0,0,0,0,0,1,Sour,Crispy,0,9.27,Summer,10,1,1,0,0,1,1,1,0,1,Asian,1,1,0,1,Neutral,Neutral
152,Ingredient_152,Dairy,296,17.8,9.4,13.4,8.5,11.2,0.04,35.5,4.6,3.8,550.3,906.9,357.3,2.6,54.3,2010.2,81.5,38.9,3.93,8,20,Low,79,0,0,0,1,0,0,0,0,Sweet,Soft,0,1.22,Summer,3,1,1,0,0,0,0,0,0,0,Global,0,0,0,0,Negative,Positive
